Instruction,Type,RV32,RV64,cp_asm_count,cp_rs1,cp_rs2,cp_rs1_edges,cp_rs2_edges,cr_rs1_rs2_edges,cmp_rs1_rs2
c.mul,CA,x,x,x,p,p,x,x,x,c
