"Sr No
(link to coverage)",Test Written,Coverpoint Written,Goal,Feature Description,Expectation,Bins,"Pass/Fail Criteria
(checker)",Functional Coverage ,Feature covered,Normative Rules,Notes,Spec,Spec
,,,Hypervisor,"If the hypervisor extension is implemented and V=1, the vsstatus.FS field is additionally in effect for vector floating-point instructions. If vsstatus.FS or mstatus.FS is Off then any attempt to execute a vector floating-point instruction will raise an illegal instruction exception. Any vector floating-point instruction that modifies any floating-point extension state (i.e., floating-point CSRs or f registers) must set both mstatus.FS and vsstatus.FS to Dirty.",,,,,,,,,
cp_mstatus_vs_off / cp_vsstatus_vs_off,,,Confrim mstatus and vstatus are propperly respected for vector arithmatic instructions,Run a vector instruction with vsstatus.FS = {0-3} and mstatus.fs {0-3} with a vector arithmatic instruction,Excpetions will be raised when either is off,16,, If vsstatus.FS or mstatus.FS is Off then any attempt to execute a vector floating-point instruction will raise an illegal instruction exception.,If the floating-point unit status field mstatus.FS is Off then any attempt to execute a vector floating-point instruction will raise an illegal instruction exception.,mstatus-FS_off_V_fp_ill; mstatus-FS_off_hypervisor_V_fp_ill; mstatus-vs_op; mstatus-vs_op_active; mstatus-vs_op_initial_clean; mstatus-vs_op_off; vsstatus-FS_off_hypervisor_V_fp_ill; vsstatus-vs_acc; vsstatus-vs_mstatus-vs_op_off; vsstatus-vs_op_active; vsstatus-vs_op_off; vsstatus-vs_sz,,,
